Category,Field,Number,Name,Field + Number, 
SBA,HD,2800,Cultural Psychology,HD 2800, 
SBA,HD,2830,Research Methods in Human Development,HD 2830, 
SBA,HD,2930,Introduction to Data Science for Social Scientists,HD 2930, 
SBA,HD,2940,Data Science for Social Scientists II,HD 2940, 
SBA,HD,3210,Developmental Cognitive Neuroscience,HD 3210, 
SBA,HD,3290,Self-regulation Across the Life Span,HD 3290, 
SBA,HD,3300,Developmental Psychopathology,HD 3300, 
SBA,HD,3490,The Science of Well-Being,HD 3490, 
SBA,HD,3620,Human Bonding,HD 3620, 
SBA,HD,3660,Affective and Social Neuroscience,HD 3660, 
SBA,HD,4120,Social Policy for an Aging Society,HD 4120, 
SBA,HD,4210,Native American Psychology,HD 4210, 
SBA,HD,4230,Research on Children's and Adult's Testimony,HD 4230, 
SBA,HD,4240,"Stress, Emotion, and Health",HD 4240, 
SBA,HD,4250,Translational Research on Decision Making,HD 4250, 
SBA,HD,4290,Psychology and the Law: Experimental and Correlational Research,HD 4290, 
SBA,HD,4390,Positive Psychology in Prison,HD 4390, 
SBA,HD,4410,Psychology and Culture of Human-Environment Relationships,HD 4410, 
SBA,HD,4420,"Intimate Relationships: Liking, Loving, and Interpersonal Attraction",HD 4420, 
SBA,HD,4500,Social Networks,HD 4500, 
SBA,HD,4540,Creativity and Its Development,HD 4540, 
SBA,HD,4580,The Science of Social Behavior,HD 4580, 
SBA,HD,4630,Introduction to Functional MRI Analysis for Human Neuroimaging,HD 4630, 
SBA,HD,4750,Quantitative Methods I,HD 4750, 
SBA,HD,4760,Quantitative Methods II,HD 4760, 
SBA,HD,4765,How to Think Like a Scientist,HD 4765, 
SBA,HD,4770,Psychopathology in Great Works of Literature,HD 4770, 
SBA,HD,4790,Contemporary Perspectives on Human Bonding,HD 4790, 
SBA,HD,4980,Senior Honors Seminar,HD 4980, 
SBA,HD,6410,Psychology and Culture of Human-Environment Relationships,HD 6410, 
SBA,HD,6540,Creativity and Its Development,HD 6540, 
SBA,HD,6610,Text and Networks in Social Science Research,HD 6610, 
SBA,HD,6625,"Moral Learning: Computation, Rationality, and Development",HD 6625, 
SBA,HD,6635,Introduction to Scripting for Functional MRI Analysis in Human Neuroimaging,HD 6635, 
SBA,HD,6765,How to Think Like a Scientist,HD 6765, 
SBA,HE,3200,"Health Equity from the Human Ecology Perspective: People, Places and Policies",HE 3200, 
SBA,HE,4901,Practicing Health Equity: Theory and Fieldwork in Brooklyn,HE 4901, 
SBA,HIST,3480,Race and the American Labor Market in Historical Perspective,HIST 3480, 
SBA,HIST,4551,Race and the University,HIST 4551, 
SBA,IARD,1102,Introduction to Global Development,IARD 1102, 
SBA,IARD,2070,Social and Economic Dimensions of Development,IARD 2070, 
SBA,INFO,2040,Networks,INFO 2040, 
SBA,INFO,2450,Communication and Technology,INFO 2450, 
SBA,INFO,2770,Excursions in Computational Sustainability,INFO 2770, 
SBA,INFO,4100,Learning Analytics,INFO 4100, 
SBA,INFO,4400,Qualitative User Research and Design Methods,INFO 4400, 
SBA,INFO,4430,Teams and Technology,INFO 4430, 
SBA,INFO,4450,Computer-Mediated Communication,INFO 4450, 
SBA,INFO,4505,Computing and Global Development,INFO 4505, 
SBA,INFO,4561,Evaluation and Society,INFO 4561, 
SBA,INFO,4800,Behavioral Science Interventions,INFO 4800, 
SBA,INFO,6610,Text and Networks in Social Science Research,INFO 6610, 
SBA,JWST,2271,Yiddish Linguistics,JWST 2271, 
SBA,JWST,3735,Human Conflict: From Existential Clash to Coexistence in Israel-Palestine,JWST 3735, 
SBA,JWST,3805,Israeli Politics,JWST 3805, 
SBA,JWST,3850,Middle East Politics,JWST 3850, 
SBA,JWST,4365,From Existential Conflict to Coexistence? The Case of Israel-Palestine,JWST 4365, 
SBA,LATA,3065,Immigrant America: Race and Citizenship in Modern Working-Class History,LATA 3065, 
SBA,LATA,3290,Comparative Politics of Latin America,LATA 3290, 
SBA,LATA,4260,Social Movements in Latin America,LATA 4260, 
SBA,LEAD,3100,Foundations in Leadership: Skills for Professional Success and Life,LEAD 3100, 
SBA,LGBT,2421,Worlding Sex and Gender,LGBT 2421, 
SBA,LING,2223,Language and the Law,LING 2223, 
SBA,LING,2241,Yiddish Linguistics,LING 2241, 
SBA,LING,4434,Computational Linguistics II,LING 4434, 
SBA,LSP,1105,"Race and Ethnicity in the United States: Social Constructs, Real World Consequences",LSP 1105, 
SBA,LSP,2010,Latinos in the United States,LSP 2010, 
SBA,LSP,2152,(Im)migration and (Im)migrants: Then and Now,LSP 2152, 
SBA,LSP,2200,Sociology of Health and Ethnic Minorities,LSP 2200, 
SBA,LSP,2810,"Migration: Histories, Controversies, and Perspectives",LSP 2810, 
SBA,LSP,3065,Immigrant America: Race and Citizenship in Modern Working-Class History,LSP 3065, 
SBA,LSP,4032,Immigration and Politics Research Seminar,LSP 4032, 
SBA,LSP,4283,Latino Politics as Racial Politics,LSP 4283, 
SBA,LSP,4312,Migration in the Americas: Engaged Research Methods and Practice,LSP 4312, 
SBA,MUSIC,4340,Fieldwork Methods in Ethnomusicology,MUSIC 4340, 
SBA,NES,3735,Human Conflict: From Existential Clash to Coexistence in Israel-Palestine,NES 3735, 
SBA,NES,3805,Israeli Politics,NES 3805, 
SBA,NES,3850,Middle East Politics,NES 3850, 
SBA,NES,4365,From Existential Conflict to Coexistence? The Case of Israel-Palestine,NES 4365, 
SBA,NS,1600,Introduction to Public Health,NS 1600, 
SBA,NS,2450,Social Science Perspectives on Food and Nutrition,NS 2450, 
SBA,NS,4450,Toward a Sustainable Global Food System: Food Policy for Developing Countries,NS 4450, 
SBA,NS,4480,Economics of Food and Malnutrition,NS 4480, 
SBA,NS,4570,"Health, Poverty, and Inequality: A Global Perspective",NS 4570, 
SBA,NS,6455,Toward a Sustainable Global Food System: Food Policy for Developing Countries,NS 6455, 
SBA,NS,6480,Economics of Food and Malnutrition,NS 6480, 
SBA,NTRES,2201,Society and Natural Resources,NTRES 2201, 
SBA,NTRES,3311,Environmental Governance,NTRES 3311, 
SBA,NTRES,3330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 3330, 
SBA,NTRES,3800,Climate Solutions,NTRES 3800, 
SBA,NTRES,4320,Human Dimensions of Coupled Social - Ecological Systems,NTRES 4320, 
SBA,NTRES,4600,Planning for Environmental Conservation and Sustainability,NTRES 4600, 
SBA,NTRES,4750,Environmental Justice and Policy,NTRES 4750, 
SBA,NTRES,5750,Environmental Justice and Policy,NTRES 5750, 
SBA,NTRES,6201,"Community, Place, and Environment",NTRES 6201, 
SBA,NTRES,6330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 6330, 
SBA,NTRES,6350,Planning for Environmental Conservation and Sustainability,NTRES 6350, 
SBA,PADM,1449,Systems Thinking and Mapping for Public Policy,PADM 1449, 
SBA,PADM,1472,Information Technology for Public Service,PADM 1472, 
SBA,PADM,1734,Disasters,PADM 1734, 
SBA,PADM,4717,"Energy Transition: Policy, Financial, and Business Interactions",PADM 4717, 
SBA,PADM,4858,Business and Inequality,PADM 4858, 
SBA,PADM,5009,Career Management for Public Affairs,PADM 5009, 
SBA,PADM,5011,Perspectives on Public Affairs,PADM 5011, 
SBA,PADM,5019,"Data-Driven Organizations, Policy, and Decision-Making",PADM 5019, 
SBA,PADM,5055,Cross-Cultural Presentations,PADM 5055, 
SBA,PADM,5113,Public Administration: A Strategic Planning Perspective,PADM 5113, 
SBA,PADM,5114,Systems Leadership,PADM 5114, 
SBA,PADM,5118,"Diversity in Leadership: Experience, Perspective and Relatability in Public Affairs",PADM 5118, 
SBA,PADM,5119,Leadership for Public Service,PADM 5119, 
SBA,PADM,5133,Law and Public Agency Decisions,PADM 5133, 
SBA,PADM,5172,Environmental Justice and Policy,PADM 5172, 
SBA,PADM,5210,Intermediate Microeconomics for Public Affairs,PADM 5210, 
SBA,PADM,5313,Managerial Statistics for Public Affairs,PADM 5313, 
SBA,PADM,5343,Program Evaluation,PADM 5343, 
SBA,PADM,5382,Bridging the Gap: Connecting Research and Policy in the New York State Legislature,PADM 5382, 
SBA,PADM,5383,Translational Research for Executives,PADM 5383, 
SBA,PADM,5413,Strategic Nonprofit Management,PADM 5413, 
SBA,PADM,5414,Project Management,PADM 5414, 
SBA,PADM,5423,Financial Accounting for Executives,PADM 5423, 
SBA,PADM,5424,Public Budgeting and Finance,PADM 5424, 
SBA,PADM,5441,Effective Writing for Public Policy,PADM 5441, 
SBA,PADM,5442,Effective Policy Writing for Public Affairs,PADM 5442, 
SBA,PADM,5444,Systems Thinking for Executives II,PADM 5444, 
SBA,PADM,5456,"Comparative Public Administration: The Case of Dubai, United Arab Emirates",PADM 5456, 
SBA,PADM,5573,Corporate Responsibility and Public Affairs,PADM 5573, 
SBA,PADM,5579,Environmental Finance and Impact Investing Practicum,PADM 5579, 
SBA,PADM,5612,Intergovernmental Relations,PADM 5612, 
SBA,PADM,5634,"Corruption, Governance, and Development",PADM 5634, 
SBA,PADM,5717,"Energy Transition: Policy, Financial, and Business Interactions",PADM 5717, 
SBA,PADM,5757,Infrastructure Project Management and Finance Practicum,PADM 5757, 
SBA,PADM,5858,Business and Inequality,PADM 5858, 
SBA,PADM,5930,Writing Professional Reports for Public Affairs,PADM 5930, 
SBA,PADM,5951,"Systems Thinking, Mapping, and Leadership Practicum II",PADM 5951, 
SBA,PADM,5978,Environmental Finance and Impact Investing Practicum Pre-Sessional,PADM 5978, 
SBA,PADM,5979,Environmental Finance and Impact Investing Practicum,PADM 5979, 
SBA,PAM,2000,Intermediate Microeconomics,PAM 2000, 
SBA,PAM,2030,Population and Public Policy,PAM 2030, 
SBA,PAM,2040,Economics of the Public Sector,PAM 2040, 
SBA,PAM,2070,Big Data for Big Policy Problems,PAM 2070, 
SBA,PAM,2250,Social Problems in the United States,PAM 2250, 
SBA,PAM,2300,Introduction to Policy Analysis,PAM 2300, 
SBA,PAM,2350,The U.S. Health Care System,PAM 2350, 
SBA,PAM,2390,"Modern Romance: Sex, Love, and Union Formation in the Internet Age",PAM 2390, 
SBA,PAM,3020,Native Politics and the Nation-to-Nation Relationship,PAM 3020, 
SBA,PAM,3040,Immigration and Public Policy,PAM 3040, 
SBA,PAM,3080,Economics of the U.S. Social Safety Net,PAM 3080, 
SBA,PAM,3090,"Strategic Advocacy: Lobbying and Interest Group Politics in Washington, D.C.",PAM 3090, 
SBA,PAM,3100,Multiple Regression Analysis,PAM 3100, 
SBA,PAM,3110,Pharmaceutical Management and Policy,PAM 3110, 
SBA,PAM,3120,"Research Design, Practice, and Policy",PAM 3120, 
SBA,PAM,3130,Behavioral Economics and Public Policy,PAM 3130, 
SBA,PAM,3160,Labor Markets and Public Policy,PAM 3160, 
SBA,PAM,3180,Health Disparities,PAM 3180, 
SBA,PAM,3190,Nonprofits and Public Policy,PAM 3190, 
SBA,PAM,3250,"Neighborhoods, Housing, and Urban Policy",PAM 3250, 
SBA,PAM,3280,Fundamentals of Population Health,PAM 3280, 
SBA,PAM,3300,Cost-Benefit Analysis,PAM 3300, 
SBA,PAM,3301,Intermediate Policy Analysis,PAM 3301, 
SBA,PAM,3340,"Corporations, Shareholders, and Policy",PAM 3340, 
SBA,PAM,3370,Race and Public Policy,PAM 3370, 
SBA,PAM,3400,The Economics of Consumer Policy,PAM 3400, 
SBA,PAM,3410,Economics of Consumer Protection and the Law,PAM 3410, 
SBA,PAM,3600,Economics of Crime,PAM 3600, 
SBA,PAM,3621,Population Controversies in Europe and the United States,PAM 3621, 
SBA,PAM,3670,Economics and Environmental Policy,PAM 3670, 
SBA,PAM,3780,Sick Around the World? Comparing Health Care Systems Around the World,PAM 3780, 
SBA,PAM,3870,Economic Evaluations in Health Care,PAM 3870, 
SBA,PAM,4110,"Pollution, Climate Change, and Health",PAM 4110, 
SBA,PAM,4160,The Ethnography of Poverty and Inequality,PAM 4160, 
SBA,PAM,4280,The Economics of Risky Health Behaviors,PAM 4280, 
SBA,PAM,5090,"Strategic Advocacy: Lobbying and Interest Group Politics in Washington, D.C.",PAM 5090, 
SBA,PAM,5190,Nonprofits and Public Policy,PAM 5190, 
SBA,PAM,5290,The Economics and Regulation of Risky Health Behaviors,PAM 5290, 
SBA,PAM,5540,Health Law for Managers,PAM 5540, 
SBA,PAM,5580,The Healthcare Industry from a Consulting Perspective,PAM 5580, 
SBA,PAM,6140,Immigrant Incorporation,PAM 6140, 
SBA,PHIL,1950,Controversies About Inequality,PHIL 1950, 
SBA,PHIL,2441,Ethics and Society: Aid and Its Consequences,PHIL 2441, 
SBA,PSYCH,1101,Introduction to Psychology,PSYCH 1101, 
SBA,PSYCH,1500,Introduction to Environmental Psychology,PSYCH 1500, 
SBA,PSYCH,1501,Introduction to Environmental Psychology - Writing in the Major,PSYCH 1501, 
SBA,PSYCH,2580,Six Pretty Good Books: Explorations in Social Science,PSYCH 2580, 
SBA,PSYCH,2650,Psychology and Law,PSYCH 2650, 
SBA,PSYCH,2750,Introduction to Personality,PSYCH 2750, 
SBA,PSYCH,2800,Introduction to Social Psychology,PSYCH 2800, 
SBA,PSYCH,3020,Methods in Neuroscience,PSYCH 3020, 
SBA,PSYCH,3135,The Psychology of Good and Evil,PSYCH 3135, 
SBA,PSYCH,3250,Adult Psychopathology,PSYCH 3250, 
SBA,PSYCH,3270,Field Practicum I,PSYCH 3270, 
SBA,PSYCH,3280,Field Practicum II,PSYCH 3280, 
SBA,PSYCH,3350,The Psychology of Attention,PSYCH 3350, 
SBA,PSYCH,3380,Stress and Coping,PSYCH 3380, 
SBA,PSYCH,3450,On Being Social,PSYCH 3450, 
SBA,PSYCH,3800,Social Cognition,PSYCH 3800, 
SBA,PSYCH,4050,Judgment and Decision Making,PSYCH 4050, 
SBA,PSYCH,4210,Native American Psychology,PSYCH 4210, 
SBA,PSYCH,4230,"Navigation, Memory, and Context: What Does the Hippocampus Do?",PSYCH 4230, 
SBA,PSYCH,4500,Psychology at the Sciencenter!,PSYCH 4500, 
SBA,RELST,2330,Religion and Social Life,RELST 2330, 
SBA,RELST,4485,Secularism and the Minority Question,RELST 4485, 
SBA,SHUM,2437,"Economy, Power, and Inequality",SHUM 2437, 
SBA,SOC,1101,Introduction to Sociology,SOC 1101, 
SBA,SOC,1104,"Race and Ethnicity in the United States: Social Constructs, Real World Consequences",SOC 1104, 
SBA,SOC,1290,American Society through Film,SOC 1290, 
SBA,SOC,2030,Population and Public Policy,SOC 2030, 
SBA,SOC,2070,Social Problems in the United States,SOC 2070, 
SBA,SOC,2090,Networks,SOC 2090, 
SBA,SOC,2150,Introduction to Organizations,SOC 2150, 
SBA,SOC,2190,Introduction to Economic Sociology,SOC 2190, 
SBA,SOC,2208,Social Inequality,SOC 2208, 
SBA,SOC,2220,Controversies About Inequality,SOC 2220, 
SBA,SOC,2250,Schooling and Society,SOC 2250, 
SBA,SOC,2270,The Computerization of the American Social System,SOC 2270, 
SBA,SOC,2330,Religion and Social Life,SOC 2330, 
SBA,SOC,2380,Media and Society,SOC 2380, 
SBA,SOC,2390,"Modern Romance: Sex, Love, and Union Formation in the Internet Age",SOC 2390, 
SBA,SOC,2560,Sociology of Law,SOC 2560, 
SBA,SOC,2580,Six Pretty Good Books: Explorations in Social Science,SOC 2580, 
SBA,SOC,2650,Latinos in the United States,SOC 2650, 
SBA,SOC,2710,America's Promise: Social and Political Context of American Education,SOC 2710, 
SBA,SOC,2810,"Migration: Histories, Controversies, and Perspectives",SOC 2810, 
SBA,SOC,2840,Capitalism in China,SOC 2840, 
SBA,SOC,3040,Immigration and Public Policy,SOC 3040, 
SBA,SOC,3080,Social Networks and Power,SOC 3080, 
SBA,SOC,3120,Urban Sociology,SOC 3120, 
SBA,SOC,3130,Sociology of Medicine,SOC 3130, 
SBA,SOC,3170,Nationalism and Identity,SOC 3170, 
SBA,SOC,3180,Health Disparities,SOC 3180, 
SBA,SOC,3190,Contemporary Sociological Theory,SOC 3190, 
SBA,SOC,3240,Environmental Sociology,SOC 3240, 
SBA,SOC,3250,"Neighborhoods, Housing, and Urban Policy",SOC 3250, 
SBA,SOC,3310,Western European Politics,SOC 3310, 
SBA,SOC,3360,Evolving Families: Challenges to Public Policy,SOC 3360, 
SBA,SOC,3370,Race and Public Policy,SOC 3370, 
SBA,SOC,3380,Urban Inequality,SOC 3380, 
SBA,SOC,3400,Labor and Migration in Asian America,SOC 3400, 
SBA,SOC,3430,Transformation of Socialist Societies,SOC 3430, 
SBA,SOC,3540,"Capitalism, Competition, and Conflict in the Global Economy",SOC 3540, 
SBA,SOC,3570,"Schooling, Racial Inequality, and Public Policy in America",SOC 3570, 
SBA,SOC,3580,Big Data on the Social World,SOC 3580, 
SBA,SOC,3650,Sociology of Disasters,SOC 3650, 
SBA,SOC,3680,Comparative Corruption,SOC 3680, 
SBA,SOC,3710,Comparative Social Inequalities,SOC 3710, 
SBA,SOC,3750,Classical Sociological Theory,SOC 3750, 
SBA,SOC,3770,"Money, Work and Social Life",SOC 3770, 
SBA,SOC,3850,Mass Incarceration and Family Life Course,SOC 3850, 
SBA,SOC,3950,Advanced Economic Sociology,SOC 3950, 
SBA,SOC,4010,Diasporic and Indigenous Health,SOC 4010, 
SBA,SOC,4120,Health and Social Context,SOC 4120, 
SBA,SOC,4160,The Ethnography of Poverty and Inequality,SOC 4160, 
SBA,SOC,4290,Moving Pictures and a Changing Society,SOC 4290, 
SBA,SOC,4320,Culture Wars in the Age of Tribal Politics,SOC 4320, 
SBA,SOC,4330,Seminar in Economy and Society,SOC 4330, 
SBA,SOC,4370,Sociology of Sex and Gender,SOC 4370, 
SBA,SOC,4540,"Fascism, Nationalism and Populism",SOC 4540, 
SBA,SOC,4560,Evaluation and Society,SOC 4560, 
SBA,SOC,4750,Careers and Social Mobility and Knowledge Economy,SOC 4750, 
SBA,SOC,6270,Sociology of Religion,SOC 6270, 
SBA,SOC,6610,Text and Networks in Social Science Research,SOC 6610, 
SBA,SPAN,3970,Ruined Landscapes and the Visual Archive,SPAN 3970, 
SBA,SPAN,4755,Inventing Women,SPAN 4755, 
SBA,STS,1101,"Science, Technology, and Politics",STS 1101, 
SBA,STS,2851,"Communication, Environment, Science, and Health",STS 2851, 
SBA,STS,3011,Life Sciences and Society,STS 3011, 
SBA,STS,3042,The Politics of Technology,STS 3042, 
SBA,STS,3111,Sociology of Medicine,STS 3111, 
SBA,STS,3231,Global Health Security and Diplomacy,STS 3231, 
SBA,STS,3241,Environmental Sociology,STS 3241, 
SBA,STS,3311,Environmental Governance,STS 3311, 
SBA,STS,3440,Data Science and Society Lab,STS 3440, 
SBA,STS,3474,Infrastructure,STS 3474, 
SBA,STS,3911,"Science in the American Polity, 1960 to Now",STS 3911, 
SBA,STS,4040,Digital Due Process Clinic,STS 4040, 
SBA,STS,4041,"Controversies in Science, Technology and Medicine: What They Are and How to Study Them",STS 4041, 
SBA,STS,4451,Making Science Policy: The Real World,STS 4451, 
SBA,STS,4561,Evaluation and Society,STS 4561, 
SBA,UNILWYL,1410,Foundations for Healthy Living,UNILWYL 1410, 
CE,ENGRC,3350,Organizational Communications for Engineers,ENGRC 3350, 
CE,ENGRC,3500,Engineering Communications,ENGRC 3500, 
ALC,AAS,1100,Introduction to Asian American Studies,AAS 1100, 
ALC,AAS,2100,South Asian Diaspora,AAS 2100, 
ALC,AAS,2620,Introduction to Asian American Literature,AAS 2620, 
ALC,AAS,2910,It's All Chinese to Me,AAS 2910, 
ALC,AAS,3020,Asian Americans and Popular Culture,AAS 3020, 
ALC,AAS,3378,Korean American Literature,AAS 3378, 
ALC,AAS,3580,Twentieth Century Women Writers of Color in the Americas,AAS 3580, 
ALC,AAS,4555,Race and Time,AAS 4555, 
ALC,AAS,4630,"Rethinking Asian American Literature: Indigeneity, Diaspora, Settler Colonialism",AAS 4630, 
ALC,AKKAD,1410,Akkadian Language I: Code of Hammurabi,AKKAD 1410, 
ALC,AKKAD,1411,Elementary Akkadian II: Historical and Literary Texts,AKKAD 1411, 
ALC,AMST,1101,Introduction to American Studies,AMST 1101, 
ALC,AMST,1312,History of Rock Music,AMST 1312, 
ALC,AMST,1313,A Survey of Jazz,AMST 1313, 
ALC,AMST,1850,Thinking about History with the Manson Murders,AMST 1850, 
ALC,AMST,2000,Introduction to Visual Studies,AMST 2000, 
ALC,AMST,2006,Punk Culture: The Aesthetics and Politics of Refusal,AMST 2006, 
ALC,AMST,2060,The Great American Cornell Novel,AMST 2060, 
ALC,AMST,2106,Introduction to Latinx Studies,AMST 2106, 
ALC,AMST,2108,Indigenous Ingenuities as Living Networks,AMST 2108, 
ALC,AMST,2160,Television,AMST 2160, 
ALC,AMST,2320,Latino Music in the US,AMST 2320, 
ALC,AMST,2340,The Beatles,AMST 2340, 
ALC,AMST,2371,Planet Rap: Where Hip Hop Came From and Where It's Going,AMST 2371, 
ALC,AMST,2391,From Terra Incognita to Territories of Nation-States: Early American History in Two Dozen Maps,AMST 2391, 
ALC,AMST,2401,Introduction to Latinx Literature,AMST 2401, 
ALC,AMST,2405,The Italian-American Experience,AMST 2405, 
ALC,AMST,2600,Introduction to Native American Literature,AMST 2600, 
ALC,AMST,2620,Introduction to Asian American Literature,AMST 2620, 
ALC,AMST,2650,Introduction to African American Literature,AMST 2650, 
ALC,AMST,2675,Cultures of the Cold War,AMST 2675, 
ALC,AMST,2735,Children's Literature,AMST 2735, 
ALC,AMST,2760,American Cinema,AMST 2760, 
ALC,AMST,2790,Jewish Films and Filmmakers: Hollywood and Beyond,AMST 2790, 
ALC,AMST,2792,"Monuments, Museums, and Memory: An Introduction to Public History",AMST 2792, 
ALC,AMST,2870,Freedom Writes: Literature of Global Justice Struggles,AMST 2870, 
ALC,AMST,2885,Consumer Culture,AMST 2885, 
ALC,AMST,2910,It's All Chinese to Me,AMST 2910, 
ALC,AMST,3025,Asian Americans and Popular Culture,AMST 3025, 
ALC,AMST,3317,Music in the Making and Unmaking of Race,AMST 3317, 
ALC,AMST,3355,Beyonc� Nation: The Remix,AMST 3355, 
ALC,AMST,3360,American Drama and Theatre,AMST 3360, 
ALC,AMST,3370,Contemporary American Theatre on Stage and Screen,AMST 3370, 
ALC,AMST,3434,Underground Railroad Seminar,AMST 3434, 
ALC,AMST,3442,"Merchants, Whalers, Pirates, Sailors: American Maritime Literature from the 19th Century and Beyond",AMST 3442, 
ALC,AMST,3452,The Myth of America,AMST 3452, 
ALC,AMST,3461,Introduction to African American Cinema,AMST 3461, 
ALC,AMST,3475,Nueva York: Caribbean Urbanisms,AMST 3475, 
ALC,AMST,3506,Slavery and Visual Culture,AMST 3506, 
ALC,AMST,3515,Blaxploitation Film and Photography,AMST 3515, 
ALC,AMST,3525,Howls and Love Songs: Twentieth Century American Poetry,AMST 3525, 
ALC,AMST,3533,Screen and Story: Script Analysis,AMST 3533, 
ALC,AMST,3580,Twentieth Century Women Writers of Color in the Americas,AMST 3580, 
ALC,AMST,3581,Imagining Migration in Film and Literature,AMST 3581, 
ALC,AMST,3616,"Podcast, Radio, Gramophone: Literary Technologies of Sound",AMST 3616, 
ALC,AMST,3625,Frederick Douglass and Frances E.W. Harper,AMST 3625, 
ALC,AMST,3650,Envisioning America: Nineteenth-Century US Poetry and Prose,AMST 3650, 
ALC,AMST,3661,Reading the Nineteenth-Century American Novel,AMST 3661, 
ALC,AMST,3670,Modern American Fiction,AMST 3670, 
ALC,AMST,3675,The Environmental Imagination in American Literature,AMST 3675, 
ALC,AMST,3680,"The Art of Telling: Chicanx, Latinx, and AfroLatinx Testimonios",AMST 3680, 
ALC,AMST,3707,Hidden Identities Onscreen,AMST 3707, 
ALC,AMST,3717,Sitcom Jews: Ethnic Representation on Television and on Stage,AMST 3717, 
ALC,AMST,3720,"Food, Gender, and Culture",AMST 3720, 
ALC,AMST,3732,Africans and African Americans in Literature,AMST 3732, 
ALC,AMST,3734,Whiteness in Literature and Popular Culture,AMST 3734, 
ALC,AMST,3754,"Spoken Word, Hip-Hop Theater, and the Politics of Performance",AMST 3754, 
ALC,AMST,3812,Edge Cities: Celluloid New York and Los Angeles,AMST 3812, 
ALC,AMST,3820,Poetry and Poetics of the Americas,AMST 3820, 
ALC,AMST,3981,Latinx Popular Culture Matters,AMST 3981, 
ALC,AMST,4030,Poetry in Process,AMST 4030, 
ALC,AMST,4262,"Environmental Justice: Past, Present, Future",AMST 4262, 
ALC,AMST,4337,"The 1980s: Politics, Culture, and Memory in the United States",AMST 4337, 
ALC,AMST,4519,Toni Morrison's Novels,AMST 4519, 
ALC,AMST,4533,The Lower East Side: Jews and the Immigrant City,AMST 4533, 
ALC,AMST,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,AMST 4556, 
ALC,AMST,4560,The Politics and Joy in Black Women's Writing,AMST 4560, 
ALC,AMST,4565,"Traffic: Drugs, Bodies, Books",AMST 4565, 
ALC,AMST,4603,Black Speculative Fiction,AMST 4603, 
ALC,AMST,4615,"Lovecraft Country: Blackness, Indigeneity, and Literary Racial Speculation",AMST 4615, 
ALC,AMST,4619,Writing on Tape in the 1970s,AMST 4619, 
ALC,AMST,4627,Contemporary Native American Fiction,AMST 4627, 
ALC,AMST,4632,"Rethinking Asian American Literature: Indigeneity, Diaspora, Settler Colonialism",AMST 4632, 
ALC,AMST,4633,Art! Poetry! Power!,AMST 4633, 
ALC,AMST,4664,Dark Laboratory: Black and Native Media Ecologies,AMST 4664, 
ALC,AMST,4696,The Art Market,AMST 4696, 
ALC,AMST,4705,Nightlife,AMST 4705, 
ALC,AMST,4720,New Latinx Writing,AMST 4720, 
ALC,AMST,4757,"Be a Man! Masculinity, Race, and Nation",AMST 4757, 
ALC,AMST,4771,"Indigenous Art, Film, and New Media: Anti-Colonial Strategies",AMST 4771, 
ALC,AMST,4880,Contemporary Poetry and Poetics,AMST 4880, 
ALC,ANTHR,2410,South Asian Diaspora,ANTHR 2410, 
ALC,ANTHR,2546,South Asian Religions in Practice: The Healing Traditions,ANTHR 2546, 
ALC,ANTHR,3017,Music in the Making and Unmaking of Race,ANTHR 3017, 
ALC,ANTHR,3110,Documentary Production Fundamentals,ANTHR 3110, 
ALC,ANTHR,3420,"Myth, Ritual, and Symbol",ANTHR 3420, 
ALC,ANTHR,3432,"Hasidism: History, Community, Thought",ANTHR 3432, 
ALC,ANTHR,3458,"Specters: Derrida, Marx, and Other Ghosts",ANTHR 3458, 
ALC,ANTHR,3950,Humanities Scholars Research Methods,ANTHR 3950, 
ALC,ANTHR,4240,Collecting Culture: Museums and Anthropology,ANTHR 4240, 
ALC,ANTHR,4256,Time and History in Ancient Mexico,ANTHR 4256, 
ALC,ANTHR,4401,Advanced Documentary Production,ANTHR 4401, 
ALC,ANTHR,4413,Walter Benjamin,ANTHR 4413, 
ALC,ANTHR,4418,"Writing Ethnography: Theory, Genre and Practice",ANTHR 4418, 
ALC,ANTHR,4424,Ethnographic Film Theory and History,ANTHR 4424, 
ALC,ANTHR,4463,Modes of Jewish Textuality,ANTHR 4463, 
ALC,ANTHR,4472,Pandemics Past and Pending,ANTHR 4472, 
ALC,ANTHR,4493,Utopia Lost? Failure and its Aftermaths,ANTHR 4493, 
ALC,ANTHR,4620,Jewish Cities,ANTHR 4620, 
ALC,ANTHR,4733,The Lower East Side: Jews and the Immigrant City,ANTHR 4733, 
ALC,ANTHR,4771,"Indigenous Art, Film, and New Media: Anti-Colonial Strategies",ANTHR 4771, 
ALC,ARAB,1203,Intermediate Arabic I,ARAB 1203, 
ALC,ARAB,2201,Arabic for Heritage Speakers,ARAB 2201, 
ALC,ARAB,2202,Intermediate Arabic II,ARAB 2202, 
ALC,ARAB,3201,Advanced Arabic I,ARAB 3201, 
ALC,ARAB,3202,Advanced Arabic II,ARAB 3202, 
ALC,ARAB,3203,Arab Society and Culture,ARAB 3203, 
